index,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
540,개,빅독 (BIG DOG),동결건조 빅 바이트 치킨,"퍼피,어덜트,시니어,전연령",동결건조 사료,"닭고기, 갈은 닭의 뼈와 연골, 소와 양의 심장, 간, 콩팥, 통 연어와 정어리, 케일, 시금치, 브로콜리, 청경채, 근대, 당근, 셀러리, 비트, 상추, 오이, 파프리카, 사과, 오렌지, 배, 토마토, 딸기, 생강, 파슬리, 밀싹, 냉압착 아마씨, 통 계란, 코코넛 오일, 켈프 파우더(해초), 강황, 살아있는 프로바이오틱스, 프리바이오틱스, 마늘.",조단백 44%  조지방 39%  칼슘 2.4%  인 1.5%  수분 2%,"그레인프리,글루텐프리",490g,"5,370 kcal/kg (52.82 kcal/바이트)","닭고기, 갈은 닭의 뼈와 연골, 소와 양의 심장","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 동결건조 사료 중량 490g 주재료 닭고기, 갈은 닭의 뼈와 연골, 소와 양의 심장 식단정보 그레인프리,글루텐프리 칼로리 5,370 kcal/kg (52.82 kcal/바이트) 원산지/제조사 호주/Big Dog Pet Foods",호주/Big Dog Pet Foods,제 서울-18050호,https://cdn.purplesto.re/media/store/sale/main_image/bigdog_dog_B055DF05_thumb01.png
541,개,러브이엠 (LOVE EM),비프 리버 트릿,"퍼피,어덜트,시니어,전연령",건조간식,소 간 100%,조단백 46.9% 조지방 13.2% 조회분 7.2% 수분 13.2%,"그레인프리,글루텐프리",100g,"3,570 kcal/kg",소 간,"연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건조간식 중량 100g 주재료 소 간 식단정보 그레인프리,글루텐프리 칼로리 3,570 kcal/kg 원산지/제조사 호주/Show'em How Much You Love'em",호주/Show'em How Much You Love'em,CCC020004호,https://cdn.purplesto.re/media/store/sale/main_image/love'em_dog_B057DT01_thumb01.png
542,개,굿독 (GOODDOG),터키츄 칠면조 힘줄 링모양,"퍼피,어덜트,시니어,전연령",건조간식,칠면조 가슴힘줄,조단백 79.09%  조지방 10.19%  조섬유 0.01%  조회분 1.56%  수분 8.33% ,"단일육류단백질,그레인프리,글루텐프리","72g, 32g, 15g","3,090 kcal/kg",칠면조 가슴힘줄,"연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건조간식 중량 72g, 32g, 15g 주재료 칠면조 가슴힘줄 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,090 kcal/kg 원산지/제조사 대만/DOGGY CHEWS INTERNATIONAL",대만/DOGGY CHEWS INTERNATIONAL,제 EE12G0001호,https://cdn.purplesto.re/media/store/sale/main_image/gooddog_dog_B105DT01_thumb01.png
543,고양이,나우 (NOW),그레인프리 키튼,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 감자, 건조계란, 카놀라오일, 완두콩섬유, 토마토, 천연향, 아마씨, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 당근, 호박, 사과, 바나나, 블루베리, 크랜베리, 블랙베리, 파파야, 파인애플, 자몽, 렌틸콩, 브로콜리, 시금치, 코티지치즈, 알팔파 싹, 제이인산 칼슘, 자연건조 알팔파, 건조 켈프, 탄산칼슘, 인산, 염화나트륨, 레시틴, 염화칼슘, DL-메티오닌, 타우린, 건조 해초분말, 비타민합제(비타민E, L-아스코빌~ 2-폴리인산, 나이아신, 비타민A, 티아민 모노니트레이트, d-판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제아연단백질화합물 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀 렌산나트륨), L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게로 건조 아스퍼질러스 오리제, 효모추출물, 유카 추출물, L-카르니틴, 마리골드, 건조 로즈마리",조단백 33%  조지방 20%  칼슘 1%  인 0.8%  수분 8%,"그레인프리,글루텐프리",3.6kg,"3,947 kcal/kg","뼈를 발라낸 칠면조, 감자분말, 완두콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 3.6kg 주재료 뼈를 발라낸 칠면조, 감자분말, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,947 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF01_thumb01.png
544,개,도그즈파인푸드 (DOGZ FINEFOOD),주식파우치 no.6 캥거루,"어덜트,시니어",습식사료,"캥거루, 물, 감자, 미네랄, 달맞이꽃오일, 로즈힙",조단백 7.8%  조지방 10.7%  칼슘 0.2%  인 0.15%  수분 85%,"검류미함유,그레인프리,글루텐프리,비유전자변형",100g,"1,112 kcal/kg","캥거루, 물, 감자","연령구분 어덜트,시니어 푸드타입 습식사료 중량 100g 주재료 캥거루, 물, 감자 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 1,112 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,GGHA50028호,https://cdn.purplesto.re/media/store/sale/main_image/dogzfinefood_dog_B052DF23_thumb01.png
545,개,지위픽 (ZIWI),간식 소고기,"퍼피,어덜트,시니어,전연령",건조간식,"소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 철아미노산, 망간아미노산, 셀레늄효모), 천일염, 파슬리, 구연산, 혼합토코페롤, 비타민(비타민 E, B1, D3, 엽산)",조단백 38% 조지방 30% 조섬유 2.0% 조회분 12% 수분 14%,"그레인프리,글루텐프리",85g,"5,500 kcal/kg","소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건조간식 중량 85g 주재료 소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합 식단정보 그레인프리,글루텐프리 칼로리 5,500 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 Ⅱ 60G0117호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_dog_B046DT26_thumb01.png
546,개,리치즈박스 (RICHZ BOX),치즈야미 레귤러,"퍼피,어덜트,시니어,전연령",동결건조 간식,"고구마, 코티지 치즈, 송화버섯, 브로콜리, 당근",조단백 17% 조지방 18% 조섬유 3% 조회분 3% 수분 5%,"그레인프리,글루텐프리",55g,"4,745 kcal/kg (약 5 kcal/트릿)","고구마, 코티지 치즈, 송화버섯","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 55g 주재료 고구마, 코티지 치즈, 송화버섯 식단정보 그레인프리,글루텐프리 칼로리 4,745 kcal/kg (약 5 kcal/트릿) 원산지/제조사 대한민국/리치즈",대한민국/리치즈,제 ZZR0Y0027호,https://cdn.purplesto.re/media/store/sale/main_image/richzbox_dog_B121DT01_thumb01.png
547,개,윔지스 (WHIMZEES),밸류백 스틱 L,"퍼피,어덜트,시니어,전연령",껌,"감자전분, 글리세린, 셀룰로오스 분말, 레시틴, 효모, 맥아 추출물, 루핀, 파프리카, 알팔파 추출물",조단백 1.1% 조지방 2.0% 조섬유 13.7% 조회분 2.4% 수분 12.0%,"그레인프리,글루텐프리,비유전자변형,채식",420g (7개입),"3,500 kcal/kg (210 kcal/개)","감자전분, 글리세린, 셀룰로오스 분말","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 껌 중량 420g (7개입) 주재료 감자전분, 글리세린, 셀룰로오스 분말 식단정보 그레인프리,글루텐프리,비유전자변형,채식 칼로리 3,500 kcal/kg (210 kcal/개) 원산지/제조사 네덜란드/Paragon Pet Products",네덜란드/Paragon Pet Products,제 서울-18050호,https://cdn.purplesto.re/media/store/sale/main_image/whimzees_dog_B070DT08_thumb01.png
548,개,로투스 (LOTUS),그레인프리 칠면조 고기 스튜,"어덜트,시니어",습식사료,"칠면조 고기, 칠면조 육수, 감자전분, 젖산칼슘, 닭 지방, 당근, 블루베리, 제1인산염, 한천, 올리브오일, 연어오일, 고구마, 통아마씨, 뉴질랜드 녹색홍합, 다시마, 호박, 소금, 염화 칼륨, 크렌베리, 염화콜린, 베타인, 아연, 염화칼륨, 철, 니아신, 비타민E, 티아민, 구리, 망간, 아셀렌산나트륨, 판토텐산 칼슘, 비타민A, 리보플라빈, 피리독신, 비오틴, 비타민B12, 요오드산 칼슘, 비타민D3, 엽산",조단백 11.29%  조지방 5.63%  칼슘 0.32%  인 0.25%  수분 75.14%,"단일육류단백질,그레인프리,비유전자변형",156g,993 kcal/kg (169 kcal/캔),"칠면조 고기, 칠면조 육수, 감자전분","연령구분 어덜트,시니어 푸드타입 습식사료 중량 156g 주재료 칠면조 고기, 칠면조 육수, 감자전분 식단정보 단일육류단백질,그레인프리,비유전자변형 칼로리 993 kcal/kg (169 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/lotus_dog_B020DF08_thumb01.png
549,개,리치즈박스 (RICHZ BOX),포크야미,"퍼피,어덜트,시니어,전연령",동결건조 간식,"돼지 등심, 돼지 심장, 송화버섯, 미역귀, 무, 당근, 밀싹, 난각",조단백 81% 조지방 4% 조섬유 1% 조회분 11% 수분 4%,"그레인프리,글루텐프리","45g, 110g","5,318 kcal/kg (약 5 kcal/트릿)","돼지 등심, 돼지 심장, 송화버섯","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 45g, 110g 주재료 돼지 등심, 돼지 심장, 송화버섯 식단정보 그레인프리,글루텐프리 칼로리 5,318 kcal/kg (약 5 kcal/트릿) 원산지/제조사 대한민국/리치즈",대한민국/리치즈,제 ZZR0Y0022호,https://cdn.purplesto.re/media/store/sale/main_image/richzbox_dog_B121DT02_thumb01.png
550,개,스티브스 리얼푸드 (STEVE'S REAL FOOD),ALL 동결건조 치킨,"어덜트,시니어",동결건조 사료,"닭, 갈은닭뼈, 닭간, 닭모래주머니, 브로콜리, 당근, 로메인상추, 칸탈루프, 산양유, 아마씨, 건조켈프, 연어오일, 코코넛오일, 타우린, 초록입홍합, 달걀껍질",조단백 50%  조지방 32%  칼슘 1.8%  인 1.3%  수분 5%,"그레인프리,글루텐프리,비유전자변형",566g,"4,930 kcal/kg","닭, 갈은 닭뼈, 닭간","연령구분 어덜트,시니어 푸드타입 동결건조 사료 중량 566g 주재료 닭, 갈은 닭뼈, 닭간 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 4,930 kcal/kg 원산지/제조사 미국/Steve's Real Food",미국/Steve's Real Food,제 EE12G0001호,https://cdn.purplesto.re/media/store/sale/main_image/stevesrealfood_all_B106AF01_thumb01.png
551,고양이,카루 (CARU),클래식 치킨&크랩 스튜,"어덜트,시니어",습식사료,"닭고기, 닭고기육수, 게, 타피오카전분, 난백, 고구마, 당근, 사과, 천연향, 제삼인산칼슘, 염화콜린, 타우린, 탄산칼슘, 민들레잎사귀, 염화칼륨, 비타민[비타민A보충제, 비타민D3보충제, 비타민E 보충제, 비타민B1 질산염, 나이아신보충제(비타민B), 피리독신염산염(비타민B6), 판토텐산칼슘(비타민B5), 리보플라빈보충제(비타민B2), 엽산, 비오틴(비타민B7), 비타민B12보충제, 미네랄(아연아미노산, 철아미노산, 구리아미노산, 망간아미노산, 마그네슘아미노산, 요오드아미노산, 아셀렌산나트륨)",조단백 10%  조지방 3%  칼슘 0.2%  인 0.15%  수분 82%,"검류미함유,그레인프리,글루텐프리,비유전자변형",170g,888 kcal/kg (150 kcal/팩),"닭고기, 닭고기 육수, 게","연령구분 어덜트,시니어 푸드타입 습식사료 중량 170g 주재료 닭고기, 닭고기 육수, 게 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 888 kcal/kg (150 kcal/팩) 원산지/제조사 미국/Caru Pet Food",미국/Caru Pet Food,제 서울-19744호,https://cdn.purplesto.re/media/store/sale/main_image/caru_cat_B033CF02_thumb01.png
552,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴플러스 파우치 닭다리살,"키튼,어덜트,시니어,전연령",습식간식,"닭다리살(91%), 정제수(7.5%), 쌀(1.5%)",조단백 19.3%  조지방 5.4%  조섬유 0.207%  조회분 1.9%  수분 83.6% ,"단일육류단백질,글루텐프리,비유전자변형",55g,"1,024 kcal/kg (56 kcal/파우치)","닭다리살, 정제수, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 닭다리살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,024 kcal/kg (56 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-24147호,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT03_thumb01.png
553,개,테라카니스 (TERRA CANIS),퓨어미트 칠면조,"어덜트,시니어",습식사료,"라벨 표기 원재료: 칠면조 심장, 칠면조 간, 아마인유, 유기농 달걀껍질 가루 등 업체 제공 원재료: 칠면조심장, 칠면조살코기, 칠면조간, 아마인유, 달걀껍질가루, 해초, 맥주효모, 규조토 * 비타민 무첨가 * 업체 제공 원재료가 수정된 최신 정보이며 한글 라벨과 다를 수 있으니 참고해주세요.",조단백 9.7%  조지방 4.9%  칼슘 0.13%  인 0.12%  수분 94.9%,"단일육류단백질,검류미함유,그레인프리,글루텐프리",400g,980 kcal/kg,"칠면조심장, 칠면조살코기, 칠면조간","연령구분 어덜트,시니어 푸드타입 습식사료 중량 400g 주재료 칠면조심장, 칠면조살코기, 칠면조간 식단정보 단일육류단백질,검류미함유,그레인프리,글루텐프리 칼로리 980 kcal/kg 원산지/제조사 독일/Terra Canis",독일/Terra Canis,제 서울-18084호,https://cdn.purplesto.re/media/store/sale/main_image/terracanis_dog_B110DF09_thumb01.png
554,개,헤일로 (HALO),"스몰브리드 치킨&치킨간, 유통기한 21년 11월 13일","어덜트,시니어",건사료,"닭, 닭간, 전란, 완두콩분말, 귀리, 보리, 콩단백질, 계유, 아마씨, 완두콩식이섬유, 제이인산칼슘, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 황산칼슘, 완두콩단백질, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 탄산칼슘, 소금, 해조분, 프락토올리고당, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), L-카르니틴",조단백 27.0%  조지방 17.0%  칼슘 0.5%  인 0.4%  수분 10.0%,비유전자변형,4.5kg,"3,760 kcal/kg","닭, 닭간, 전란","연령구분 어덜트,시니어 푸드타입 건사료 중량 4.5kg 주재료 닭, 닭간, 전란 식단정보 비유전자변형 칼로리 3,760 kcal/kg 원산지/제조사 미국/Halo pet",미국/Halo pet,4160000-034-2019-0001,https://cdn.purplesto.re/media/store/sale/main_image/halo_dog_B044DF06_thumb01.png
555,고양이,로우즈 사시 (RAWZ SASHI),참치&정어리,"키튼,어덜트,시니어,전연령",습식간식,"참치, 생선 육수, 정어리, 타피오카 전분",조단백 11%  조지방 0.45%  조섬유 0.5%  조회분 1.6%  수분 87% ,"그레인프리,글루텐프리,음수량충전",50g,480 kcal/kg (24 kcal/파우치),"참치, 생선 육수, 정어리","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g 주재료 참치, 생선 육수, 정어리 식단정보 그레인프리,글루텐프리,음수량충전 칼로리 480 kcal/kg (24 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 VVHDR0032호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawssashi_cat_B133CT0402SS_thumb01.png
556,개,로렌츠 (LORENZ),스틱 꿀 딸기,"퍼피,어덜트,시니어,전연령",습식 간식,"무농약 딸기, 무농약 단호박, 무농약 당근, 유기농 쌀가루, 야생화꿀, 무농약 아로니아",성분등록번호 EEGS90101 조단백 0.9%  조지방 0.8%  조섬유 1.1%  조회분 0.7%  수분 94.7% ,"검류미함유,채식",120g(15g x 8개입),667 kcal/kg (10 kcal/스틱),"무농약 딸기, 무농약 단호박, 무농약 당근","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 습식 간식 중량 120g(15g x 8개입) 주재료 무농약 딸기, 무농약 단호박, 무농약 당근 식단정보 검류미함유,채식 칼로리 667 kcal/kg (10 kcal/스틱) 원산지/제조사 대한민국/(주)코리아펫푸드",대한민국/(주)코리아펫푸드,EEGS90101,https://cdn.purplesto.re/media/store/sale/main_image/lorenz_dog_B060DT06_thumb01.png
557,고양이,알모네이쳐 (ALMO NATURE),HFC 미니푸드 연어살,"키튼,어덜트,시니어,전연령",습식간식,"연어살(99%), 쌀(1%)",조단백 26.0%  조지방 0.45%  조섬유 3.0%  조회분 4.0%  수분 70.0% ,"단일육류단백질,글루텐프리,비유전자변형",3g,"1,300 kcal/kg (3.9 kcal/개)","연어살, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 3g 주재료 연어살, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,300 kcal/kg (3.9 kcal/개) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-19784호,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT1602SS_thumb01.png
558,개,굿독 (GOODDOG),터키츄 칠면조 힘줄 뼈모양 S,"퍼피,어덜트,시니어,전연령",건조간식,칠면조 가슴힘줄,조단백 79.09%  조지방 10.19%  조섬유 0.01%  조회분 1.56%  수분 8.33% ,"단일육류단백질,그레인프리,글루텐프리",15g,"3,090 kcal/kg",칠면조 가슴힘줄,"연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건조간식 중량 15g 주재료 칠면조 가슴힘줄 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,090 kcal/kg 원산지/제조사 대만/DOGGY CHEWS INTERNATIONAL",대만/DOGGY CHEWS INTERNATIONAL,제 EE12G0001호,https://cdn.purplesto.re/media/store/sale/main_image/gooddog_dog_B105DT02_thumb02.png
559,고양이,닥터링크 (DR.LINK),주식캔 no.38 퓨어센서티브 닭고기&메추리,"어덜트,시니어",습식사료,"닭고기(살코기, 심장, 간, 위, 목), 육수(가금류), 메추리, 미네랄(아연, 망간, 일수화물), MOS(만난올리고당), FOS(프락토올리고당), 연어 오일, 해바라기 오일, 보리지 오일, 차전자피, 타피오카 4%(최대)  * 1kg당 영양보충제 함량: 비타민 D3 200IU, 비타민 E(모두 rac-알파-토코페릴 아세테이트) 30 IU, 비오틴(D-(+)-비오틴): 300mcg, 아연(황산아연, 일수화물) 15mg, 망간(망간-(II)-황산염, 일수화물) 3mg, 요오드(요오드산 칼슘, 무수) 0.75mg, DL-메티오닌 20mg, 타우린 1,500mg",조단백 11%  조지방 6.1%  칼슘 0.19%  인 0.13%  수분 79%,"그레인프리,글루텐프리",200g,"1,003 kcal/kg (200.6 kcal/캔)","닭고기, 육수(가금류), 메추리, 미네랄(아연, 망간, 일수화물)","연령구분 어덜트,시니어 푸드타입 습식사료 중량 200g 주재료 닭고기, 육수(가금류), 메추리, 미네랄(아연, 망간, 일수화물) 식단정보 그레인프리,글루텐프리 칼로리 1,003 kcal/kg (200.6 kcal/캔) 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,제 EE12G0001호,https://cdn.purplesto.re/media/store/sale/main_image/drlink_cat_B107CF09_thumb01.png
560,개,아딜론덱 (ADIRONDACK),"그레인프리 LID 칠면조, 유통기한 21년 11월 14일","퍼피,어덜트,시니어,전연령",건사료,"칠면조, 칠면조분말, 렌틸콩, 파바콩, 캐놀라오일, 타피오카, 비트펄프, 아마씨, 자연향료, 알팔파, 청어기름, 코코넛오일, 식염, DL-메티오닌, 염화칼륨, L-라이신 ,염화콜린, 프락토올리고당, 코코넛향, 유카추출물, 아스크로빈산, 로즈마리, 다시마, 니아신, 탄산칼슘, 비타민제합제(비타민B12, 비타민D3), 혼합광물질류합제(탄산칼슘, 셀레늄)",조단백 26%  조지방 15%  칼슘 1.2%  인 1%  수분 10%,"단일육류단백질,그레인프리,글루텐프리",5.4kg,"3,562 kcal/kg  ","칠면조, 칠면조분말, 렌틸콩","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 건사료 중량 5.4kg 주재료 칠면조, 칠면조분말, 렌틸콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,562 kcal/kg   원산지/제조사 미국/Blackwood Pet Foods, Inc","미국/Blackwood Pet Foods, Inc",제 서울-19744호,https://cdn.purplesto.re/media/store/sale/main_image/adirondack_dog_B027DF04_thumb01.png
561,고양이,뉴로 (NULO),"프리스타일 그레인프리 시니어 알래스카 명태, 오리&고구마","키튼,어덜트,시니어,전연령",건사료,"명태, 닭고기, 칠면조, 노란완두콩, 녹색렌틸콩, 오리, 닭고기지방, 연어, 건조고구마, 억새풀, 천연향, 아마씨, 건조켈프, 연어오일, 염화콜린, 건조치커리뿌리, 탄산칼슘, DL-메티오틴, 건조크랜베리, 비타민E, 유카시데게라추출물, L-카르니틴, 아연단백질, 니아신, 황산아연, 철단백질, L-아스코르빌-2-폴리포스페이트(비타민C 공급원), 산화망간, 비타민A, 티아민모노니트레이트, 판토센산칼슘, 구리단백질, 황산구리, 망간단백질, 리보플라빈, 피리독신염산염, 비오틴, 건조바실러스발효균, 비타민B12, 산화망간, 비타민D3, 타우린, 엽산, 소디움셀레나이트, 요오드산칼슘, 로즈마리추출물",조단백 38%  조지방 14%  칼슘 1.3%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,유산균","5.4kg, 2.2kg","3,454 kcal/kg","명태, 닭고기, 칠면조","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 5.4kg, 2.2kg 주재료 명태, 닭고기, 칠면조 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,454 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,,https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF11_thumb02.png
562,개,올네이쳐 (ALLNATURE),ALL 퓨어 동결건조 대구,"퍼피,키튼,어덜트,시니어,전연령",동결건조 간식,대구 100%,조단백 77.0% 조지방 6.0% 조회분 11.0% 수분 5.0%,"단일육류단백질,그레인프리,글루텐프리",25g,"3,600 kcal/kg",대구,"연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 25g 주재료 대구 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 3,600 kcal/kg 원산지/제조사 캐나다/ALL NATURE INC.",캐나다/ALL NATURE INC.,제 서울-18083호,https://cdn.purplesto.re/media/store/sale/main_image/allnature_all_B108AT04_thumb01.png
563,고양이,로투스 (LOTUS),그레인프리 저스트 쥬시 돼지고기 스튜,"키튼,어덜트,시니어,전연령",습식사료,"돼지 고기, 돼지 스프, 당근, 감자 전분, 제1인산염, 탄산 칼슘, 소금, 올리브 오일, 연어 오일, 해바라기 오일, 한천, 염화 칼륨, 염화 콜린, 타우린, 아연, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12, 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨",조단백 15.13%  조지방 3.64%  칼슘 0.25%  인 0.25%  수분 77.84%,"단일육류단백질,그레인프리,비유전자변형",70g,897 kcal/kg,"돼지고기, 돼지 스프, 당근","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 70g 주재료 돼지고기, 돼지 스프, 당근 식단정보 단일육류단백질,그레인프리,비유전자변형 칼로리 897 kcal/kg 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,,https://cdn.purplesto.re/media/store/sale/main_image/deal_lotus_cat_B020CF0103SS_thumb01_dW4mQrH.png
564,고양이,로우즈 (RAWZ),슈레디드 캔 치킨&치킨간,"키튼,어덜트,시니어,전연령",습식사료,"닭고기,닭고기 육수, 닭간, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 생선 오일, 인산 삼칼슘, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 소금, 타우린, 염화칼륨",조단백 19.23%  조지방 2.13%  칼슘 0.31%  인 0.21%  수분 82%,"단일육류단백질,검류미함유",85g,866 kcal/kg (74 kcal/85g 캔),"닭고기,닭고기 육수, 닭간","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 닭고기,닭고기 육수, 닭간 식단정보 단일육류단백질,검류미함유 칼로리 866 kcal/kg (74 kcal/85g 캔) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF1002SS_thumb01.png
565,개,프로덴 (PRODEN),플라그오프 덴탈 케어 본 혼합야채 1개입,"퍼피,어덜트,시니어,전연령",껌,"천연해초추출물, 말린감자, 식물성글리세린, 정제수, 말린해조분말, 말린바실러스코아큘란 발효제품, 고구마, 당근, 아마씨드, 알팔파, 천연호박향, 레시틴, 호박, 천연구연산",조단백 6.0% 조지방 2.5% 조섬유 2.0% 조회분 4.0% 수분 15%,"그레인프리,글루텐프리,채식",-,"2,950 kcal/kg (109 kcal/개)","천연해초추출물, 말린감자, 식물성글리세린","연령구분 퍼피,어덜트,시니어,전연령 푸드타입 껌 중량 - 주재료 천연해초추출물, 말린감자, 식물성글리세린 식단정보 그레인프리,글루텐프리,채식 칼로리 2,950 kcal/kg (109 kcal/개) 원산지/제조사 미국/SwedenCare",미국/SwedenCare,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/proden_dog_B051DT08_thumb02.png
